Store Name,Street1,Street2,City,State,Zip,County,Phone
BAY CHEMISTS LLC,8702 5Th Ave.,,Brooklyn,NY,11209,Kings,347-909-7107
BAY HEALTH PHARMACY INC,6415 Bay Parkway,,Brooklyn,NY,11204,Kings,718-234-6500
Bay Park Pharmacy Corp,3355 Neptune Ave,,Brooklyn,NY,11224,Kings,718-372-2700
Bay Parkway Pharmacy LLC,8506A Bay Parkway,,Brooklyn,NY,11214,Kings,917-933-9188
Bay Pharmacy 19 Inc,73-06 Austin St,,Forest Hills,NY,11375,Queens,718-575-3515
Bay Pharmacy Inc,2240 86Th Street,,Brooklyn,NY,11214,Kings,718-373-2722
Bayard L. C. Pharmacy,62 Bayard St,,New York,NY,10013,New York,212-219-8116
Bayside Pharmacy Inc,221-36 Horace Harding Expressway,Abs773295,Oakland Gardens,NY,11364,Queens,718-224-1234
BB Rx Pharmacy Inc,6013B 7Th Ave,,Brooklyn,NY,11220,Kings,347-551-3356
BBRX PLUS INC,5223 7Th Avenue,,Brooklyn,NY,11220,Kings,718-851-0817
BCP PHARMACY INC,2730 E Tremont Avenue,,Bronx,NY,10461,Bronx,718-597-5230
Bdesh Inc,24 Lafayette Ave,,Suffern,NY,10901,Rockland,845-588-0538
BEACON WELLNESS PHARMACY INC,333 Main St,,Beacon,NY,12508,Dutchess,845-765-8878
BED STUY PHARMACY NY LLC,1458 Fulton Street,,Brooklyn,NY,11216,Kings,718-221-4860
Bedford Pharmacy LLC,387 Bedford Park Blvd,,Bronx,NY,10458,Bronx,718-933-1154
Bedstuy Pharmacy Inc,1458 Fulton Street,Abs765674,Brooklyn,NY,11216,Kings,718-221-4860
Bell Drugs Inc,138 Graham Ave,,Brooklyn,NY,11206,Kings,718-388-4307
BELLEROSE RX INC,248-15 Union Turnpike,,Bellerose,NY,11426,Queens,718-749-5811
BEN FAMILY PHARMACY INC,102 Park Ave,,Yonkers,NY,10703,Westchester,914-375-9222
Benjamin Pharmacy Corp,84-04 Broadway,,Elmhurst,NY,11373,Queens,718-457-7884
BENLY PHARMACY INC,437 Main St,,Islip,NY,11751,Suffolk,631-581-8077
BENSONHURST APLUS PHARMACY INC,2263 86Th St,,Brooklyn,NY,11214,Kings,718-331-1288
BERKELEY DRUGS INC,1951 Flatbush Avenue,,Brooklyn,NY,11234,Kings,718-338-3434
Bernhard Rx Inc,34 W. Merrick Rd.,,Freeport,NY,11520,Nassau,516-378-0008
Besael Corporation,205 Prospect Park W,,Brooklyn,NY,11215,Kings,718-768-6300
Best Aid Pharmacy LLC,563 E Tremont Avenue,,Bronx,NY,10457,Bronx,718-466-4700
BEST CARE PHARMA INC,1967 Westchester Ave,,Bronx,NY,10462,Bronx,347-691-3484
Best Choice Pharmacy Inc,138-19 Queens Blvd,Abs760658,Briarwood,NY,11435,Queens,718-558-0008
Best Five Star Pharmacy LLC2,103-08 Roosevelt Avenue,,Corona,NY,11368,Queens,718-476-9000
Better Health Rx Corp,503 West 125Th Stree,Abs748564,New York,NY,10027,New York,212-222-8600
BEYOND HEALTH PHARMACY INC,205 Third Ave,,New York,NY,10003,New York,212-477-7788
Bhole Pharmacy Inc,3663 Broadway,,New York,NY,10031,New York,212-491-2910
BIG APPLE CHEMISTS CORP,4914 New Utrecht Ave,,Brooklyn,NY,11219,Kings,718-633-4900
Big Apple Pharmacy Inc,27 East Gun Hill Rd,,Bronx,NY,10467,Bronx,718-515-5003
Big Six Pharmacy Corp,61-10 Queens Blvd,,Woodside,NY,11377,Queens,718-606-0422
BINGO PHARMACY INC,12-13 40Th Ave,,Long Island City,NY,11101,Queens,718-806-1775
Bio Plus Pharmacy Inc.,135-02 Roosevelt Ave. #1234,,Flushing,NY,11354,Queens,718-359-6333
Biraj Pharmacy Corp,1280 St Nicholas Ave.,,New York,NY,10033,New York,212-928-8082
Bismillah 1 Corporation,2981 Fulton Street,,Brooklyn,NY,11208,Kings,718-827-8943
BISMILLAH DRUGS INC,64-09 Broadway,,Woodside,NY,11377,Queens,718-685-2017
BK168 INC,1407 West 8Th St,,Brooklyn,NY,11204,Kings,718-285-7635
Black Rock Pharmacy Inc,431 Tonawanda Street,,Buffalo,NY,14207,Erie,716-876-3070
Bless You Rx Inc,95-31 Jamaica Ave,,Woodhaven,NY,11421,Queens,347-704-5562
Bliss Drugs Inc,47-01 Queens Blvd,,Sunnyside,NY,11104,Queens,718-482-8900
Bliss Pharmacy Inc,1590 Madison Avenue,,New York,NY,10029,New York,212-427-4382
Bliss Specialty Pharmacy Inc,972 Amsterdam Ave,Abs721469,New York,NY,10025,New York,212-666-4800
BLOCKCHAIN CHEMISTS INC,2139 Third Avenue,,New York,NY,10035,New York,212-348-5049
Blondell Rx Corp,1642 Eastchester Road,Abs765562,Bronx,NY,10461,Bronx,347-691-3494
BLONDELL RX NY LLC,1642 Eastchester Road,,Bronx,NY,10461,Bronx,347-691-3494
BMS PHARMACY INC,66 Middlebush Road,,Wappingers Falls,NY,12590,Dutchess,845-284-6464
Boan Drugs Inc,1873 Amsterdam Avenue,,New York,NY,10031,New York,212-690-1331
BOBBYROCK INC,121 Avenue U,,Brooklyn,NY,11223,Kings,718-373-3500
BOBO Pharmacy Inc.,6903 18Th Avenue,,Brooklyn,NY,11204,Kings,718-759-6308
BOBS PHARMACY LLC,430 Bleecker St,,Utica,NY,13501,Oneida,315-732-6915
BOCKER PHARMACY and FOOD MART INC,390 Knickerbocker Ave,,Brooklyn,NY,11237,Kings,718-676-1515
BOERUM HILL CHEMIST INC,8022 18Th Avenue,,Brooklyn,NY,11214,Kings,718-643-6975
Boling Pharmacy,133-37 41St Road,,Flushing,NY,11355,Queens,718-321-9876
Boltons Pharmacy Inc,128 West Main St,,Watertown,NY,13601,Jefferson,315-782-5961
BONAPARTE PHARMACY LLC,8210 Main Street,,Harrisville,NY,13648,Lewis,315-537-5032
Boreum Drugs Corp,194 Union Avenue,,Brooklyn,NY,11211,Kings,718-387-8288
BORO PARK PHARMACY CORP,5600 New Utrecht Avenue,,Brooklyn,NY,11219,Kings,718-480-0700
BORO PHARMACY INC,5027 New Utrecht Ave,,Brooklyn,NY,11219,Kings,718-878-7333
BOSTON PHARMA LLC,8003 Flatlands Ave,,Brooklyn,NY,11236,Kings,718-872-5142
BOSTON ROAD DRUGSTORE INC,1666 Boston Road,,Bronx,NY,10460,Bronx,718-378-7700
Boutique LTC Drugs Inc,531 Gramatan Ave,Abs752471,Mount Vernon,NY,10552,Westchester,914-664-6600
Bowen Pharmacy Inc,826 10Th Ave,,New York,NY,10019,New York,212-956-9111
Bowery Pharmacy Inc,95 Bowery,,New York,NY,10002,New York,212-219-0449
BPB DRUGS INC,131 E 60Th St,,New York,NY,10022,New York,212-838-6765
BR DRUGS INC,4141 Kissena Blvd,,Flushing,NY,11355,Queens,718-353-8858
Braddock Pharmacy LLC,236-01A Braddock Pharmacy,,Bellerose,NY,11001,Queens,718-347-1539
Branac Inc,2720 Mermaid Avenue,Abs537032,Brooklyn,NY,11224,Kings,718-333-2525
BRANAC NY LLC,2720 Mermaid Avenue,,Brooklyn,NY,11224,Kings,718-333-2525
Brand Rx Pharmacy Corp,97-05 A 57Th Ave,,Corona,NY,11368,Queens,718-393-2300
BRIDGE RX PHARMACY INC,763 Allerton Avenue,,Bronx,NY,10467,Bronx,718-975-0195
Bright Pharma Inc,142-44 E 170Th,,Bronx,NY,10452,Bronx,770-241-6100
Brighton Rx Inc,277 Brighton Beach Ave,,Brooklyn,NY,11235,Kings,718-332-8428
Brite Pharmacy,83-19 37Th Avenue,,Jackson Heights,NY,11372,Queens,718-424-1101
Broadway Care Inc,1538 Pitkin Ave,Abs765550,Brooklyn,NY,11212,Kings,718-495-1122
BROADWAY CHEMISTS INC,194 Broadway,,Newburgh,NY,12550,Orange,845-561-5253
Broadway Drugs Inc,34-08 Broadway,Abs739841,Astoria,NY,11106,Queens,718-728-0350
Broadway Pharmacy 3,629 W 185Th St,,New York,NY,10033,New York,212-927-0999
Broadway Pharmacy Inc - Brooklyn,1226 Broadway,,Brooklyn,NY,11221,Kings,718-443-1331
Broadway Rx Enterprises Inc2,3489 Broadway,,New York,NY,10031,New York,212-926-9200
Bronx Care Pharmacy Inc,2404 Webster Avenue,,Bronx,NY,10458,Bronx,718-220-1336
Bronx Drugs Rx Inc,445 East Tremont Ave,,Bronx,NY,10457,Bronx,718-684-5888
Bronx Family Pharmacy Corp,1800 White Plains Road,,Bronx,NY,10462,Bronx,718-828-3450
BRONX PRESCRIPTION CENTER SOUTH INC,70 E 161St St,,Bronx,NY,10451,Bronx,718-665-1163
Bronx Specialty Pharmacy Inc,940A Southern Blvd,,Bronx,NY,10459,Bronx,718-328-2800
BRONXVILLE PHARMACY INC,57 Pondfield Road West,,Bronxville,NY,10708,Westchester,914-346-5600
BROOK PHARMACY INC,700 Brook Avenue Suite 508A,,Bronx,NY,10455,Bronx,718-292-1310
BROOKCARE RX INC,352 Brook Avenue,,Bronx,NY,10454,Bronx,917-688-1351
Brookdale Pharmacy Inc,2568 Linden Blvd.,,Brooklyn,NY,11208,Kings,718-485-0070
BROOKLYN FAMILY PHARMACY INC,355 Ave X,,Brooklyn,NY,11223,Kings,718-975-7757
Brother Pharmacy and Surg Inc,565 Lenox Ave,Abs749061,New York,NY,10037,New York,212-281-2345
BROTHERS DRUG CORP,169-33 137 Ave,,Jamaica,NY,11434,Queens,718-723-2100
Brownsville Community Pharmacy Inc,592 Rockaway Ave.,,Brooklyn,NY,11212,Kings,718-345-3399
Brownsville Pharmacy Inc,4 Sutter Ave,,New York,NY,11212,Kings,718-778-3900
Bruckner Plaza Pharmacy,751 White Plains Road,,Bronx,NY,10473,Bronx,718-828-2446
Buy-Rite Corp,11 Chatham Square,Store E,New York,NY,10038,New York,212-925-7698
Buy-Rite Pharmacy IV,215 Grand St #7,,New York,NY,10013,New York,212-625-9509
C and A Supermarket Inc,41-41 Kissena Blvd,,Flushing,NY,11355,Queens,718-359-3399
C and A Supermarket Inc,41-41 Kissena Blvd,,Flushing,NY,11355,Queens,718-359-3399
C and J Wellness Pharmacy LLC,1425 Broadway,,Brooklyn,NY,11236,Kings,718-443-0591
C C Drug Inc,1-7 Audubon Ave,,New York,NY,10032,New York,212-543-1554
CAF Pharmacy Inc.,3424 Church Ave,,Brooklyn,NY,11203,Kings,718-484-3300
Cairo Rx Inc,1932 Bath Ave,,Brooklyn,NY,11214,Kings,718-749-9219
CALIGOR RX INC,1226 Lexington Avenue,,New York,NY,10028,New York,212-369-6000
Camia Drugs Inc,45-02 162Nd St,,Flushing,NY,11358,Queens,718-359-7780
Camy Pharmacy Inc,144-10 45Th Ave,,Flushing,NY,11355,Queens,718-461-4452
CANAAN PHARMACY INC,6914 5Th Ave,,Brooklyn,NY,11209,Kings,347-517-4431
CANAL PHARMACY INC,196 Canal Street,,New York,NY,10013,New York,212-608-1668
Canal Street Pharmacy,210 Canal Street,,New York,NY,10013,New York,212-748-4900
CAPSTONE HEALTH INC,"13668 Roosevelt Ave, Suite 605",,Flushing,NY,11354,Queens,212-784-6853
CARE FAST PHARMACY INC,3771 Nostrand Ave,,Brooklyn,NY,11235,Kings,718-975-4464
CARE FIRST DRUGS LLC,8330 Broadway,,Elmhurst,NY,11373,Queens,718-205-0588
Care First Pharmacy Corp,3908A White Plains Rd,,Bronx,NY,10466,Bronx,718-676-5959
Care Max Pharmacy Inc,6721 Fort Hamilton Pkwy,,Brooklyn,NY,11219,Kings,718-833-6770
Care Pharmacy Inc,378 Lafayette Ave,Abs406504,Brooklyn,NY,11238,Kings,718-623-8930
Care Plus Pharmacy Inc,7010 18Th. Ave.,,Brooklyn,NY,11204,Kings,718-258-4886
Care Well Rx Inc,826 East Tremont Ave,Abs406626,Bronx,NY,10460,Bronx,718-294-7147
Carefirst Rx Inc,2544A White Plains Road,,Bronx,NY,10467,Bronx,718-994-4444
CAREHART INC,41 7Th Ave South,,New York,NY,10014,New York,212-321-1010
Careland Pharmacy Inc,84 Clark St,Abs724836,Brooklyn,NY,11201,Kings,347-987-4315
Caremark SRX Inc,1220 Morris Ave,,Bronx,NY,10456,Bronx,718-293-2233
CAREMART PHARMACY LLC,95-02 Van Wyck Expy,,South Richmond Hill,NY,11419,Queens,718-683-5556
Carepoint Pharmacy,888 Hunts Point Ave,,Bronx,NY,10474,Bronx,718-589-1234
Careway RX Inc,1174 Flatbush Avenue,Abs767980,Brooklyn,NY,11226,Kings,718-483-8743
Carewell Inc,111-14 Liberty Ave,,Richmond Hill,NY,11419,Queens,718-880-1940
Carewell Pharmacy Inc,1868 3Rd Ave,,New York,NY,10029,New York,770-240-6100
CAREWELL PHARMACY SERVICES INC,2259 Church Avenue,,Brooklyn,NY,11226,Kings,718-676-4114
Carex Pharmacy Inc,742 Lydig Avenue,,Bronx,NY,10462,Bronx,718-678-8700
CAROL PHARMACY LLC,4230 Broadway,,New York,NY,10033,New York,917-965-2277
CASTLE AID PHARMACY CORP,1370 A Castle Hill Ave,,Bronx,NY,10462,Bronx,718-684-6825
Castle Hill Drugs Inc,674 Castle Hills Ave,,Bronx,NY,10473,Bronx,718-239-5400
CASTLETON CHEMISTS LLC,831 Castleton Avenue,,Staten Island,NY,10310,Richmond,929-308-2727
Catalpa Chemists Corp,57-01 Catalpa Ave,Abs762935,Ridgewood,NY,11385,Queens,718-366-3871
CATSKILL PHARMACY INC,6401 Route 209 Us Highway,,Kerhonkson,NY,12446,Ulster,845-626-0900
Cauldwell Pharmacy Inc,609 Westchester Ave,Abs736878,Bronx,NY,10455,Bronx,718-292-3800
Cedars Pharmacy,95-19 57Th Ave.,,Elmhurst,NY,11368,Queens,718-271-9429
Cedra Pharmacy Inc,3027 3Rd Ave,Abs605250,Bronx,NY,10455,Bronx,917-473-7788
Cent Pharm of Brooklyn NY Inc,252 Brighton Beach Ave,,Brooklyn,NY,11235,Kings,718-646-2222
Center Pharmacy Inc,1290 Amsterdam Ave,Abs768131,New York,NY,10027,New York,212-222-7922
Central ATA Inc,334B Central Ave,,Brooklyn,NY,11221,Kings,718-942-5855
CENTRAL NEIGHBORHOOD RX INC,6743 Central Ave,,Glendale,NY,11385,Queens,929-295-0844
Central Pharmacy Group Inc.,23 West Fordham Rd,,Bronx,NY,10468,Bronx,718-450-3555
Central Pharmacy Inc,530 E 138Th St,,Bronx,NY,10454,Bronx,718-665-5474
CENTRAL RX PHARMACY CORP,138-50 84Th Drive,,Briarwood,NY,11435,Queens,718-223-4593
Centre Care Pharmacy LLC,187 Centre St,Abs760657,New York,NY,10013,New York,212-226-0988
Centre Street Pharmaceutical LLC,139 Centre St,Unit 104,New York,NY,10013,New York,212-343-1919
Century Grand Inc,302A Grand St,,New York,NY,10002,New York,212-925-3838
CF II INC,5612A 8Th Ave,,Brooklyn,NY,11220,Kings,718-567-3338
CHANG SHUN MARKET INC,57 East Broadway,,New York,NY,10002,New York,212-349-8010
Charlie Pharmacy Inc,2034 2Nd Ave,,New York,NY,10029,Ny,646-596-7028
CHARMAR INC,781 Lydig Ave,,Bronx,NY,10462,Bronx,718-822-1348
Chase Pharmacy Inc,3632 White Plans Road,,Bronx,NY,10467,Bronx,347-449-6513
CHELSEA APOTHECARY CORP,265 Eighth Ave,,New York,NY,10011,New York,212-929-0800
Chelsea Royal Care Pharmacy Inc,154 9Th Ave,,New York,NY,10011,New York,212-255-8002
CHEMPLUS PHARMACY CORP,222 B Hoyt Street,,Brookllyn,NY,11217,Kings,718-935-1033
Chemplus Pharmacy Corp 2,2606 Church Avenue,,Brooklyn,NY,11226,Kings,718-282-5504
Cherry Pharmacy Inc,134-40 Cherry Ave,,Flushing,NY,11355,Queens,718-353-5001
CHESTER DRUGS INC,11S 4Th Ave,,Mount Vernon,NY,10550,Westchester,914-363-9067
Chester Pharmacy Corp,614 Flatbush Ave,,Brooklyn,NY,11225,Kings,718-826-6117
Chinatown Pharmacy,111 Mott St.,,New York,NY,10013,New York,212-228-8988
Choi and Tam Inc,106 Lafayette St,,New York,NY,10013,New York,212-966-9239
CHOICE ONE PHARMA INC1,1550 University Ave,,Bronx,NY,10452,Bronx,718-450-8922
CHURCH AVE PHARMACY INC,1810 Church Avenue,,Brooklyn,NY,11226,Kings,718-941-2200
Circle Pharmacy Corp,116 Hugh J Grant Circle,,Bronx,NY,10472,Bronx,718-823-6666
CITI EXPRESS PHARMACY AND MEDICAL SUPPLIES LLC,4217 Church Avenue,,Brooklyn,NY,11203,Kings,718-355-8800
City Drug and Surgical Inc,2039 Amsterdam Avenue,Abs390182,New York,NY,10032,New York,212-781-1011
City Pharmacy Inc,133-58 41St Rd,Abs718289,Flushing,NY,11355,Queens,718-888-9483
City Rx Inc.,95-25 Queens Blvd.,,Rego Park,NY,11374,Queens,917-288-5878
CITY SPECIALTY PHARMACY LLC,324 Main St,,Poughkeepsie,NY,12601,Dutchess,845-471-2320
CityPharma Inc,73-16 Roosevelt Ave,,Jackons Heights,NY,11372,Queens,917-832-6035
Civa Drugs Corp,761 Suffolk Ave.,,Brentwood,NY,11717,Suffolk,631-273-3314
CK PHARMACY INC,42-13 Main St,,Flushing,NY,11355,Queens,718-539-8999
CLAREMONT PHARMACY INC,3181 Broadway,,New York,NY,10027,New York,212-662-0220
Classic Pharmacy Inc,1284 Clove Road,,Staten Island,NY,10301,Richmond,718-727-0022
Classic Pharmacy Inc,1284 Clove Road,,Staten Island,NY,10301,Richmond,718-727-0022
Clear Pharmacy Inc,1707 Kings Highway,Abs768412,Brooklyn,NY,11229,Kings,718-975-7680
Clearfield Columbia St. Drug Corp.,55 Columbia Street,,New York,NY,10002,New York,212-533-8120
Clinical Pharmacy Inc,131-07 Rockaway Blvd,,South Ozone Park,NY,11420,Queens,718-322-5000
CM and P Pharmacy Inc,1600 St Nicholas Avenue,,New York,NY,10040,New York,212-927-5994
CMV PHARMACY INC,14 E Main St,,Morrisville,NY,13408,,315-684-3171
CMV PHARMACY INC,1017 Madison Marketplace,,Hamilton,NY,13346,,315-825-9800
Coka Pharmacy LLC,172 Watkins St,,Brooklyn,NY,11212,Kings,718-566-6292
Colombos Pharmacy,75 51 Metropolitan Ave,,Middle Village,NY,11379,Queens,718-418-9700
COLONIAL PHARMACY INC,9920 4Th Ave #100,,Brooklyn,NY,11209,Kings,718-238-1445
COLONY PHARMACY INC,481 Middle Neck Rd,,Great Neck,NY,11023,Nassau,516-439-5556
COLUMBIA FAMILY PHARMACY LLC,29 Audubon Ave,,New York,NY,10032,New York,646-559-1515
Columbus Fresh Farms Inc,281 Columbus Avenue,,New York,NY,10023,New York,212-877-0837
Comfort Care Pharmacy,1990 Lexington Ave,Abs526424,New York,NY,10035,New York,212-410-4200
Community Aid Pharmacy,394 Ave P,Abs723765,Brooklyn,NY,11223,Kings,718-339-8118
Comprehensive Chemists inc,69-21 164Th Street Store 3,,Fresh Meadows,NY,11367,Queens,718-969-1600
CONCORD PHARMACY LLC,301 E Kingsbridge Rd,,Bronx,NY,10458,Bronx,929-329-0421
Concordia Pharma Inc,898 East Tremont Avenue,,Bronx,NY,10460,Bronx,718-328-2833
Concourse Drugs Inc,3137 Grand Concourse,,Bronx,NY,10468,Bronx,718-733-8528
CONDO PHARMACY INC,28 Montcalm Ave,,Plattsburgh,NY,12901,Clinton,518-563-3400
Coney Island Chemist Inc,2384 Coney Island Ave,,Brooklyn,NY,11223,Kings,347-587-7200
Coney Island Health Service Inc,3514 Mermaid Ave,Abs738897,Brooklyn,NY,11224,Kings,718-265-9108
Confucius Pharmacy Inc,25 Bowery,,New York,NY,10002,New York,212-227-0922
Coop City Pharmacy Inc,161 Einstein Loop,,Bronx,NY,10475,Bronx,718-708-8171
Copiague Pharmacy Inc,1733 Great Neck Road,Abs765568,Copiague,NY,11726,Suffolk,631-598-0200
CORBY PHARMA INC,988 First Ave,,New York,NY,10022,New York,212-755-6632
Corner Chemists Pharmacy LLC,11 Henry Street,,New York,NY,10038,New York,646-869-8881
CORNER PHARMACY INC,166 Division Ave,,Brooklyn,NY,11211,Kings,718-599-2771
Corona Farmacia Inc,201-16 Hillside Ave,,Hollis,NY,11423,,718-500-4891
CORONA PHARMACY INC,104-09A Corona Avenue,,Corona,NY,11368,Queens,718-685-2388
Corona Wellness Pharmacy Corp,96-08 37Th Avenue,,Corona,NY,11368,Queens,917-832-6560
CORT PHARMACY INC,64-25 108 Street,,Forest Hills,NY,11375,Queens,718-897-2569
COUNTY PHARMACY CORP,220 08 Hempstead Ave,,Queens Village,NY,11429,Queens,718-776-2300
CPW pharmacy Inc,121-16 Liberty Ave,,Richmond Hill,NY,11419,Queens,718-322-4900
Crescent Chemists Inc,24-12 34Th Avenue,,Long Island City,NY,11106,Queens,718-383-3882
Cresetti Drug Corp,454 5Th Ave,,Brooklyn,NY,11215,Kings,718-768-0600
CRJ Pharmacy LLC,1341 Fulton St,,Brooklyn,NY,11216,Kings,718-676-0157
Cross Bay Chemist of Ozone Park Corp,9605 101St Ave,,Ozone Park,NY,11416,Queens,718-880-1644
Cross Bay Chemists Corp,158-14 Cross Bay Blvd,,Howard Beach,NY,11414,Queens,718-659-9100
Crown Pharma Inc,4020 82Nd St,,Elmhurst,NY,11373,Kings,718-426-2525
CRYSTAL DRUGS INC,163 Linden Blvd,,Brooklyn,NY,11226,Kings,718-284-2199
Crystal Pharmacy,2950B Avenue X,Abs729396,Brooklyn,NY,11235,Kings,718-942-5800
CSE DRUG CORP,4043 Junction Blvd,,Corona,NY,11368,Queens,718-205-7900
CSS Pharmacy Inc,2043 Grand Concourse,,Bronx,NY,10453,Bronx,718-220-5402
CT HEALTH CASTLE,86 Bowery,,New York,NY,10013,New York,212-966-6039
CUIDAMED RX INC,3021 A Third Avenue,,Bronx,NY,10455,Bronx,718-993-9800
Curative Inc,37-20 Prince Street A-1,,Flushing,NY,11354,Queens,718-358-7000
CURE NY RX INC,489 East Tremont Avenue,,Bronx,NY,10457,Bronx,917-801-1000
Cure Pharmacy Care LLC,45 S Route 9W,,West Haverstraw,NY,10993,Rockland,845-553-9669
CUREMED RX INC,2020 Lakeville Road,,New Hyde Park,NY,11040,Nassau,516-755-7999
CUREX NY INC,1915 Central Park Avenue,,Yonkers,NY,10710,Westchester,914-898-9009
Custom Chemists Inc,1408 Avenue J,,Brooklyn,NY,11230,Kings,718-677-8500
CUSTOM RX PHARMACY LLC,10203A Queens Blvd,,Forest Hills,NY,11375,Queens,718-830-4500
CVEEC Corp,40-18A Junction Boulevard,,Corona,NY,11368,Queens,718-397-9510
CVS,"160 Fairview Ave, Suite 20",,Hudson,NY,12534,,518-828-0631
CVS,1301 Ulster Ave.,,Kingston,NY,12401,,845-336-5955
CVS,63 New York Ave.,,Huntington,NY,11743,,631-427-0152
CVS,114 Pondfield Road,,Bronxville,NY,10708,,914-961-6030
CVS,310 West Park Avenue,,Long Beach,NY,11561,,516-897-4492
CVS,16 New Scotland Ave.,,Albany,NY,12208,,518-434-0677
CVS,219-39 89Th Avenue,,Queens Village,NY,11427,,718-479-3989
CVS,15 West Main Street,,East Islip,NY,11730,,516-224-3096
CVS,"800 Hooper Rd., Suite 500",,Endwell,NY,13760,,607-757-2618
CVS,1178 Wantagh Avenue,,Wantagh,NY,11793,,516-783-5621
CVS,"101 Knollwood Rd, Greenburgh S/C",,White Plains,NY,10607,,914-946-3403
CVS,"70 Atlantic Ave, Great Lincoln S/C",,Oceanside,NY,11572,,516-536-0379
CVS,277 E. Main St.,,Avon,NY,14414,,585-226-6320
CVS,360 Dingens St.,,Buffalo,NY,14206,,716-824-2335
CVS,1565 Rt. 112,,Medford,NY,11763,,516-654-3497
CVS,"725 Saw Mill River Rd, Ardsley S/C",,Ardsley,NY,10502,,914-693-9232
CVS,432 Main Street,,Buffalo,NY,14202,,716-842-0421
CVS,175 East 4Th Street,,Dunkirk,NY,14048,,716-366-6519
CVS,1 Grand Union Plaza,,Saugerties,NY,12477,,914-246-4140
CVS,417 N. Broadway,,Jericho,NY,11753,,516-433-1075
CVS,49 Fourth Street,,Troy,NY,12180,,518-272-1676
CVS,5 Indian Rock Plaza,,Suffern,NY,10901,,914-357-1602
CVS,700 South Crouse Avenue,,Syracuse,NY,13210,,315-422-7144
CVS,259 Saratoga Rd.,,Glenville,NY,12302,,518-399-6351
CVS,"415 State St, Wallace Bldg",,Schenectady,NY,12305,,518-372-0029
CVS,50 Pennsylvania Avenue,,Binghamton,NY,13903,,607-772-0124
CVS,685 Park Avenue,,Rochester,NY,14607,,585-244-3728
CVS,983 Central Park Ave.,,Scarsdale,NY,10583,,914-472-3444
CVS,1121 Boston Post Road,,Rye,NY,10580,,914-921-4192
CVS,"253 South Ridge St, Washington Park Plz",,Rye Brook,NY,10573,,914-937-2301
CVS,72-09 Northern Boulevard,,Jackson Heights,NY,11372,,718-533-8455
CVS,118-10 Queens Boulevard,,Forest Hills,NY,11375,,718-520-1842
CVS,625 W. Clinton St.,,Ithaca,NY,14850,,607-273-3282
CVS,2 East Suffolk Ave.,,Central Islip,NY,11722,,631-234-6760
CVS,820 Franklin Ave.,,Garden City,NY,11530,,516-877-1863
CVS,577 North Ave,,New Rochelle,NY,10801,,914-235-6373
CVS,309 Main St.,,New Rochelle,NY,10801,,914-654-8819
CVS,325 Routes 100,,Somers,NY,10589,,914-669-8289
CVS,415 N. Union St.,,Olean,NY,14760,,716-372-5889
CVS,155 Sunrise Highway,,Rockville Centre,NY,11570,,516-763-1152
CVS,212-20 Northern Boulevard,,Bayside,NY,11361,,718-281-3222
CVS,"2200 Penfield Rd, Penn Fair Plaza",,Penfield,NY,14526,,585-377-7622
CVS,1431 Mt Hope Ave.,,Rochester,NY,14620,,585-271-5031
CVS,2030 Hillside Avenue,,New Hyde Park,NY,11040,,516-354-8944
CVS,795 Center Street,,Lewiston,NY,14092,,716-754-2260
CVS,355 Broadway,,Amityville,NY,11701,,516-842-4657
CVS,308 Broadway,,Bethpage,NY,11714,,516-827-5813
CVS,617 Warren Street,,Hudson,NY,12534,,518-828-3636
CVS,242-24 Northern Boulevard,,Douglaston,NY,11362,,718-225-0860
CVS,34-38 Court Street,,Binghamton,NY,13901,,607-722-2353
CVS,345 Main Street,,Johnson City,NY,13790,,607-729-7657
CVS,138 Vestal Parkway West,,Vestal,NY,13850,,607-748-3552
CVS,34 West State Street,,Binghamton,NY,13901,,607-722-1779
CVS,"259 West Main St.,",,Batavia,NY,14020,,585-344-0526
CVS,7182 Boston State Rd.,,Hamburg,NY,14075,,716-648-1610
CVS,2972 Saunders Settlement Road,,Sanborn,NY,14132,,716-731-3507
CVS,1231 French Road,,Depew,NY,14043,,716-668-3434
CVS,"525 Spencerport Rd, Gates Shopping Plz",,Rochester,NY,14606,,585-247-0198
CVS,"955 Payne Ave, Mid-City Plaza",,North Tonawanda,NY,14120,,716-693-1089
CVS,2100 Monroe Avenue,,Rochester,NY,14618,,585-461-3974
CVS,1717 Sheridan Dr.,,Tonawanda,NY,14223,,716-875-4131
CVS,415-419 Delaware Avenue,,Albany,NY,12209,,518-434-8535
CVS,272 8Th Avenue,,New York,NY,10011,,212-255-3007
CVS,"1625 Elmwood Ave, Spectrum Bldg",,Buffalo,NY,14207,,716-875-0922
CVS,805 Mamaroneck Avenue,,Mamaroneck,NY,10543,,914-381-4559
